Time_(days)	Vit_conc_(percent)
169	91.6648415324
170	91.6176483053
170	91.6176483053
170	91.6176483053
170	91.6176483053
170	91.6176483053
170	91.6176483053
170	91.6176483053
170	91.6176483053
170	91.6176483053
170	91.6176483053
171	91.5704793754
171	91.5704793754
171	91.5704793754
171	91.5704793754
171	91.5704793754
171	91.5704793754
171	91.5704793754
171	91.5704793754
171	91.5704793754
171	91.5704793754
172	91.5233347303
172	91.5233347303
172	91.5233347303
172	91.5233347303
172	91.5233347303
172	91.5233347303
172	91.5233347303
172	91.5233347303
172	91.5233347303
172	91.5233347303
173	91.4762143573
173	91.4762143573
173	91.4762143573
173	91.4762143573
173	91.4762143573
173	91.4762143573
173	91.4762143573
173	91.4762143573
173	91.4762143573
173	91.4762143573
174	91.429118244
174	91.429118244
174	91.429118244
174	91.429118244
174	91.429118244
174	91.429118244
174	91.429118244
174	91.429118244
174	91.429118244
174	91.429118244
175	91.382046378
175	91.382046378
175	91.382046378
175	91.382046378
175	91.382046378
175	91.382046378
175	91.382046378
175	91.382046378
175	91.382046378
175	91.382046378
176	91.3349987467
176	91.3349987467
176	91.3349987467
176	91.3349987467
176	91.3349987467
176	91.3349987467
176	91.3349987467
176	91.3349987467
176	91.3349987467
176	91.3349987467
177	91.2879753377
177	91.2879753377
177	91.2879753377
177	91.2879753377
177	91.2879753377
177	91.2879753377
177	91.2879753377
177	91.2879753377
177	91.2879753377
177	91.2879753377
178	91.2409761384
178	91.2409761384
178	91.2409761384
178	91.2409761384
178	91.2409761384
178	91.2409761384
178	91.2409761384
178	91.2409761384
178	91.2409761384
178	91.2409761384
179	91.1940011365
179	91.1940011365
179	91.1940011365
179	91.1940011365
179	91.1940011365
179	91.1940011365
179	91.1940011365
179	91.1940011365
179	91.1940011365
179	91.1940011365
180	91.1470503194
180	91.1470503194
180	91.1470503194
180	91.1470503194
180	91.1470503194
180	91.1470503194
180	91.1470503194
180	91.1470503194
180	91.1470503194
180	91.1470503194
181	91.1001236748
181	91.1001236748
181	91.1001236748
181	91.1001236748
181	91.1001236748
181	91.1001236748
181	91.1001236748
181	91.1001236748
181	91.1001236748
181	91.1001236748
182	91.0532211901
182	91.0532211901
182	91.0532211901
182	91.0532211901
182	91.0532211901
182	91.0532211901
182	91.0532211901
182	91.0532211901
182	91.0532211901
182	91.0532211901
183	91.006342853
183	91.006342853
183	91.006342853
183	91.006342853
183	91.006342853
183	91.006342853
183	91.006342853
183	91.006342853
183	91.006342853
183	91.006342853
184	90.9594886509
184	90.9594886509
184	90.9594886509
184	90.9594886509
184	90.9594886509
184	90.9594886509
184	90.9594886509
184	90.9594886509
184	90.9594886509
184	90.9594886509
185	90.9126585716
185	90.9126585716
185	90.9126585716
185	90.9126585716
185	90.9126585716
185	90.9126585716
185	90.9126585716
185	90.9126585716
185	90.9126585716
185	90.9126585716
186	90.8658526024
186	90.8658526024
186	90.8658526024
186	90.8658526024
186	90.8658526024
186	90.8658526024
186	90.8658526024
186	90.8658526024
186	90.8658526024
186	90.8658526024
187	90.8190707312
187	90.8190707312
187	90.8190707312
187	90.8190707312
187	90.8190707312
187	90.8190707312
187	90.8190707312
187	90.8190707312
187	90.8190707312
187	90.8190707312
188	90.7723129453
188	90.7723129453
188	90.7723129453
188	90.7723129453
188	90.7723129453
188	90.7723129453
188	90.7723129453
188	90.7723129453
188	90.7723129453
188	90.7723129453
189	90.7255792325
189	90.7255792325
189	90.7255792325
189	90.7255792325
189	90.7255792325
189	90.7255792325
189	90.7255792325
189	90.7255792325
189	90.7255792325
189	90.7255792325
190	90.6788695803
190	90.6788695803
190	90.6788695803
190	90.6788695803
190	90.6788695803
190	90.6788695803
190	90.6788695803
190	90.6788695803
190	90.6788695803
190	90.6788695803
191	90.6321839764
191	90.6321839764
191	90.6321839764
191	90.6321839764
191	90.6321839764
191	90.6321839764
191	90.6321839764
191	90.6321839764
191	90.6321839764
191	90.6321839764
192	90.5855224084
192	90.5855224084
192	90.5855224084
192	90.5855224084
192	90.5855224084
192	90.5855224084
192	90.5855224084
192	90.5855224084
192	90.5855224084
192	90.5855224084
193	90.5388848638
193	90.5388848638
193	90.5388848638
193	90.5388848638
193	90.5388848638
193	90.5388848638
193	90.5388848638
193	90.5388848638
193	90.5388848638
193	90.5388848638
194	90.4922713304
194	90.4922713304
194	90.4922713304
194	90.4922713304
194	90.4922713304
194	90.4922713304
194	90.4922713304
194	90.4922713304
194	90.4922713304
194	90.4922713304
195	90.4456817957
195	90.4456817957
195	90.4456817957
195	90.4456817957
195	90.4456817957
195	90.4456817957
195	90.4456817957
195	90.4456817957
195	90.4456817957
195	90.4456817957
196	90.3991162475
196	90.3991162475
196	90.3991162475
196	90.3991162475
196	90.3991162475
196	90.3991162475
196	90.3991162475
196	90.3991162475
196	90.3991162475
196	90.3991162475
197	90.3525746733
197	90.3525746733
197	90.3525746733
197	90.3525746733
197	90.3525746733
197	90.3525746733
197	90.3525746733
197	90.3525746733
197	90.3525746733
197	90.3525746733
198	90.3060570608
198	90.3060570608
198	90.3060570608
198	90.3060570608
198	90.3060570608
198	90.3060570608
198	90.3060570608
198	90.3060570608
198	90.3060570608
198	90.3060570608
199	90.2595633978
199	90.2595633978
199	90.2595633978
199	90.2595633978
199	90.2595633978
199	90.2595633978
199	90.2595633978
199	90.2595633978
199	90.2595633978
199	90.2595633978
200	90.2130936717
200	90.2130936717
200	90.2130936717
200	90.2130936717
200	90.2130936717
200	90.2130936717
200	90.2130936717
200	90.2130936717
200	90.2130936717
200	90.2130936717
201	90.1666478704
201	90.1666478704
201	90.1666478704
201	90.1666478704
201	90.1666478704
201	90.1666478704
201	90.1666478704
201	90.1666478704
201	90.1666478704
201	90.1666478704
202	90.1202259815
202	90.1202259815
202	90.1202259815
202	90.1202259815
202	90.1202259815
202	90.1202259815
202	90.1202259815
202	90.1202259815
202	90.1202259815
202	90.1202259815
203	90.0738279927
203	90.0738279927
203	90.0738279927
203	90.0738279927
203	90.0738279927
203	90.0738279927
203	90.0738279927
203	90.0738279927
203	90.0738279927
203	90.0738279927
204	90.0274538917
204	90.0274538917
204	90.0274538917
204	90.0274538917
204	90.0274538917
204	90.0274538917
204	90.0274538917
204	90.0274538917
204	90.0274538917
204	90.0274538917
205	89.9811036662
205	89.9811036662
205	89.9811036662
205	89.9811036662
205	89.9811036662
205	89.9811036662
205	89.9811036662
205	89.9811036662
205	89.9811036662
205	89.9811036662
206	89.9347773039
206	89.9347773039
206	89.9347773039
206	89.9347773039
206	89.9347773039
206	89.9347773039
206	89.9347773039
206	89.9347773039
206	89.9347773039
206	89.9347773039
207	89.8884747925
207	89.8884747925
207	89.8884747925
207	89.8884747925
207	89.8884747925
207	89.8884747925
207	89.8884747925
207	89.8884747925
207	89.8884747925
207	89.8884747925
208	89.8421961197
208	89.8421961197
208	89.8421961197
208	89.8421961197
208	89.8421961197
208	89.8421961197
208	89.8421961197
208	89.8421961197
208	89.8421961197
208	89.8421961197
209	89.7959412734
209	89.7959412734
209	89.7959412734
209	89.7959412734
209	89.7959412734
209	89.7959412734
209	89.7959412734
209	89.7959412734
209	89.7959412734
209	89.7959412734
210	89.7497102411
210	89.7497102411
210	89.7497102411
210	89.7497102411
210	89.7497102411
210	89.7497102411
210	89.7497102411
210	89.7497102411
210	89.7497102411
210	89.7497102411
211	89.7035030106
211	89.7035030106
211	89.7035030106
211	89.7035030106
211	89.7035030106
211	89.7035030106
211	89.7035030106
211	89.7035030106
211	89.7035030106
211	89.7035030106
212	89.6573195697
212	89.6573195697
212	89.6573195697
212	89.6573195697
212	89.6573195697
212	89.6573195697
212	89.6573195697
212	89.6573195697
212	89.6573195697
212	89.6573195697
213	89.6111599062
213	89.6111599062
213	89.6111599062
213	89.6111599062
213	89.6111599062
213	89.6111599062
213	89.6111599062
213	89.6111599062
213	89.6111599062
213	89.6111599062
214	89.5650240077
214	89.5650240077
214	89.5650240077
214	89.5650240077
214	89.5650240077
214	89.5650240077
214	89.5650240077
214	89.5650240077
214	89.5650240077
214	89.5650240077
215	89.5189118622
215	89.5189118622
215	89.5189118622
215	89.5189118622
215	89.5189118622
215	89.5189118622
215	89.5189118622
215	89.5189118622
215	89.5189118622
215	89.5189118622
216	89.4728234572
216	89.4728234572
216	89.4728234572
216	89.4728234572
216	89.4728234572
216	89.4728234572
216	89.4728234572
216	89.4728234572
216	89.4728234572
216	89.4728234572
217	89.4267587807
217	89.4267587807
217	89.4267587807
217	89.4267587807
217	89.4267587807
217	89.4267587807
217	89.4267587807
217	89.4267587807
217	89.4267587807
217	89.4267587807
218	89.3807178203
218	89.3807178203
218	89.3807178203
218	89.3807178203
218	89.3807178203
218	89.3807178203
218	89.3807178203
218	89.3807178203
218	89.3807178203
218	89.3807178203
219	89.3347005639
219	89.3347005639
219	89.3347005639
219	89.3347005639
219	89.3347005639
219	89.3347005639
219	89.3347005639
219	89.3347005639
219	89.3347005639
219	89.3347005639
220	89.2887069993
220	89.2887069993
220	89.2887069993
220	89.2887069993
220	89.2887069993
220	89.2887069993
220	89.2887069993
220	89.2887069993
220	89.2887069993
220	89.2887069993
221	89.2427371143
221	89.2427371143
221	89.2427371143
221	89.2427371143
221	89.2427371143
221	89.2427371143
221	89.2427371143
221	89.2427371143
221	89.2427371143
221	89.2427371143
222	89.1967908966
222	89.1967908966
222	89.1967908966
222	89.1967908966
222	89.1967908966
222	89.1967908966
222	89.1967908966
222	89.1967908966
222	89.1967908966
222	89.1967908966
223	89.1508683342
223	89.1508683342
223	89.1508683342
223	89.1508683342
223	89.1508683342
223	89.1508683342
223	89.1508683342
223	89.1508683342
223	89.1508683342
223	89.1508683342
224	89.1049694148
224	89.1049694148
224	89.1049694148
224	89.1049694148
224	89.1049694148
224	89.1049694148
224	89.1049694148
224	89.1049694148
224	89.1049694148
224	89.1049694148
225	89.0590941262
225	89.0590941262
225	89.0590941262
225	89.0590941262
225	89.0590941262
225	89.0590941262
225	89.0590941262
225	89.0590941262
225	89.0590941262
225	89.0590941262
226	89.0132424563
226	89.0132424563
226	89.0132424563
226	89.0132424563
226	89.0132424563
226	89.0132424563
226	89.0132424563
226	89.0132424563
226	89.0132424563
226	89.0132424563
227	88.9674143929
227	88.9674143929
227	88.9674143929
227	88.9674143929
227	88.9674143929
227	88.9674143929
227	88.9674143929
227	88.9674143929
227	88.9674143929
227	88.9674143929
228	88.9216099239
228	88.9216099239
228	88.9216099239
228	88.9216099239
228	88.9216099239
228	88.9216099239
228	88.9216099239
228	88.9216099239
228	88.9216099239
228	88.9216099239
229	88.8758290372
229	88.8758290372
229	88.8758290372
229	88.8758290372
229	88.8758290372
229	88.8758290372
229	88.8758290372
229	88.8758290372
229	88.8758290372
229	88.8758290372
230	88.8300717205
230	88.8300717205
230	88.8300717205
230	88.8300717205
230	88.8300717205
230	88.8300717205
230	88.8300717205
230	88.8300717205
230	88.8300717205
230	88.8300717205
231	88.7843379617
231	88.7843379617
231	88.7843379617
231	88.7843379617
231	88.7843379617
231	88.7843379617
231	88.7843379617
231	88.7843379617
231	88.7843379617
231	88.7843379617
232	88.7386277488
232	88.7386277488
232	88.7386277488
232	88.7386277488
232	88.7386277488
232	88.7386277488
232	88.7386277488
232	88.7386277488
232	88.7386277488
232	88.7386277488
233	88.6929410696
233	88.6929410696
233	88.6929410696
233	88.6929410696
233	88.6929410696
233	88.6929410696
233	88.6929410696
233	88.6929410696
233	88.6929410696
233	88.6929410696
234	88.6472779119
234	88.6472779119
234	88.6472779119
234	88.6472779119
234	88.6472779119
234	88.6472779119
234	88.6472779119
234	88.6472779119
234	88.6472779119
234	88.6472779119
235	88.6016382638
235	88.6016382638
235	88.6016382638
235	88.6016382638
235	88.6016382638
235	88.6016382638
235	88.6016382638
235	88.6016382638
235	88.6016382638
235	88.6016382638
236	88.5560221129
236	88.5560221129
236	88.5560221129
236	88.5560221129
236	88.5560221129
236	88.5560221129
236	88.5560221129
236	88.5560221129
236	88.5560221129
236	88.5560221129
237	88.5104294474
237	88.5104294474
237	88.5104294474
237	88.5104294474
237	88.5104294474
237	88.5104294474
237	88.5104294474
237	88.5104294474
237	88.5104294474
237	88.5104294474
238	88.464860255
238	88.464860255
238	88.464860255
238	88.464860255
238	88.464860255
238	88.464860255
238	88.464860255
238	88.464860255
238	88.464860255
238	88.464860255
239	88.4193145237
239	88.4193145237
239	88.4193145237
239	88.4193145237
239	88.4193145237
239	88.4193145237
239	88.4193145237
239	88.4193145237
239	88.4193145237
239	88.4193145237
240	88.3737922415
240	88.3737922415
240	88.3737922415
240	88.3737922415
240	88.3737922415
240	88.3737922415
240	88.3737922415
240	88.3737922415
240	88.3737922415
240	88.3737922415
241	88.3282933962
241	88.3282933962
241	88.3282933962
241	88.3282933962
241	88.3282933962
241	88.3282933962
241	88.3282933962
241	88.3282933962
241	88.3282933962
241	88.3282933962
242	88.2828179757
242	88.2828179757
242	88.2828179757
242	88.2828179757
242	88.2828179757
242	88.2828179757
242	88.2828179757
242	88.2828179757
242	88.2828179757
242	88.2828179757
243	88.2373659681
243	88.2373659681
243	88.2373659681
243	88.2373659681
243	88.2373659681
243	88.2373659681
243	88.2373659681
243	88.2373659681
243	88.2373659681
243	88.2373659681
244	88.1919373612
244	88.1919373612
244	88.1919373612
244	88.1919373612
244	88.1919373612
244	88.1919373612
244	88.1919373612
244	88.1919373612
244	88.1919373612
244	88.1919373612
245	88.146532143
245	88.146532143
245	88.146532143
245	88.146532143
245	88.146532143
245	88.146532143
245	88.146532143
245	88.146532143
245	88.146532143
245	88.146532143
246	88.1011503015
246	88.1011503015
246	88.1011503015
246	88.1011503015
246	88.1011503015
246	88.1011503015
246	88.1011503015
246	88.1011503015
246	88.1011503015
246	88.1011503015
247	88.0557918247
247	88.0557918247
247	88.0557918247
247	88.0557918247
247	88.0557918247
247	88.0557918247
247	88.0557918247
247	88.0557918247
247	88.0557918247
247	88.0557918247
248	88.0104567004
248	88.0104567004
248	88.0104567004
248	88.0104567004
248	88.0104567004
248	88.0104567004
248	88.0104567004
248	88.0104567004
248	88.0104567004
248	88.0104567004
249	87.9651449167
249	87.9651449167
249	87.9651449167
249	87.9651449167
249	87.9651449167
249	87.9651449167
249	87.9651449167
249	87.9651449167
249	87.9651449167
249	87.9651449167
250	87.9198564616
250	87.9198564616
250	87.9198564616
250	87.9198564616
250	87.9198564616
250	87.9198564616
250	87.9198564616
250	87.9198564616
250	87.9198564616
250	87.9198564616
251	87.8745913231
251	87.8745913231
251	87.8745913231
251	87.8745913231
251	87.8745913231
251	87.8745913231
251	87.8745913231
251	87.8745913231
251	87.8745913231
251	87.8745913231
252	87.8293494891
252	87.8293494891
252	87.8293494891
252	87.8293494891
252	87.8293494891
252	87.8293494891
252	87.8293494891
252	87.8293494891
252	87.8293494891
252	87.8293494891
253	87.7841309476
253	87.7841309476
253	87.7841309476
253	87.7841309476
253	87.7841309476
253	87.7841309476
253	87.7841309476
253	87.7841309476
253	87.7841309476
253	87.7841309476
254	87.7389356867
254	87.7389356867
254	87.7389356867
254	87.7389356867
254	87.7389356867
254	87.7389356867
254	87.7389356867
254	87.7389356867
254	87.7389356867
254	87.7389356867
255	87.6937636944
255	87.6937636944
255	87.6937636944
255	87.6937636944
255	87.6937636944
255	87.6937636944
255	87.6937636944
255	87.6937636944
255	87.6937636944
255	87.6937636944
256	87.6486149587
256	87.6486149587
256	87.6486149587
256	87.6486149587
256	87.6486149587
256	87.6486149587
256	87.6486149587
256	87.6486149587
256	87.6486149587
256	87.6486149587
257	87.6034894676
257	87.6034894676
257	87.6034894676
257	87.6034894676
257	87.6034894676
257	87.6034894676
257	87.6034894676
257	87.6034894676
257	87.6034894676
257	87.6034894676
258	87.5583872092
258	87.5583872092
258	87.5583872092
258	87.5583872092
258	87.5583872092
258	87.5583872092
258	87.5583872092
258	87.5583872092
258	87.5583872092
258	87.5583872092
259	87.5133081714
259	87.5133081714
259	87.5133081714
259	87.5133081714
259	87.5133081714
259	87.5133081714
259	87.5133081714
259	87.5133081714
259	87.5133081714
259	87.5133081714
260	87.4682523424
260	87.4682523424
260	87.4682523424
260	87.4682523424
260	87.4682523424
260	87.4682523424
260	87.4682523424
260	87.4682523424
260	87.4682523424
260	87.4682523424
261	87.4232197102
261	87.4232197102
261	87.4232197102
261	87.4232197102
261	87.4232197102
261	87.4232197102
261	87.4232197102
261	87.4232197102
261	87.4232197102
261	87.4232197102
262	87.3782102628
262	87.3782102628
262	87.3782102628
262	87.3782102628
262	87.3782102628
262	87.3782102628
262	87.3782102628
262	87.3782102628
262	87.3782102628
262	87.3782102628
263	87.3332239883
263	87.3332239883
263	87.3332239883
263	87.3332239883
263	87.3332239883
263	87.3332239883
263	87.3332239883
263	87.3332239883
263	87.3332239883
263	87.3332239883
264	87.2882608748
264	87.2882608748
264	87.2882608748
264	87.2882608748
264	87.2882608748
264	87.2882608748
264	87.2882608748
264	87.2882608748
264	87.2882608748
264	87.2882608748
265	87.2433209104
265	87.2433209104
265	87.2433209104
265	87.2433209104
265	87.2433209104
265	87.2433209104
265	87.2433209104
265	87.2433209104
265	87.2433209104
265	87.2433209104
266	87.1984040831
266	87.1984040831
266	87.1984040831
266	87.1984040831
266	87.1984040831
266	87.1984040831
266	87.1984040831
266	87.1984040831
266	87.1984040831
266	87.1984040831
267	87.153510381
267	87.153510381
267	87.153510381
267	87.153510381
267	87.153510381
267	87.153510381
267	87.153510381
267	87.153510381
267	87.153510381
267	87.153510381
268	87.1086397923
268	87.1086397923
268	87.1086397923
268	87.1086397923
268	87.1086397923
268	87.1086397923
268	87.1086397923
268	87.1086397923
268	87.1086397923
268	87.1086397923
269	87.0637923049
269	87.0637923049
269	87.0637923049
269	87.0637923049
269	87.0637923049
269	87.0637923049
269	87.0637923049
269	87.0637923049
269	87.0637923049
269	87.0637923049
270	87.0189679071
270	87.0189679071
270	87.0189679071
270	87.0189679071
270	87.0189679071
270	87.0189679071
270	87.0189679071
270	87.0189679071
270	87.0189679071
270	87.0189679071
271	86.974166587
271	86.974166587
271	86.974166587
271	86.974166587
271	86.974166587
271	86.974166587
271	86.974166587
271	86.974166587
271	86.974166587
271	86.974166587
272	86.9293883325
272	86.9293883325
272	86.9293883325
272	86.9293883325
272	86.9293883325
272	86.9293883325
272	86.9293883325
272	86.9293883325
272	86.9293883325
272	86.9293883325
273	86.884633132
273	86.884633132
273	86.884633132
273	86.884633132
273	86.884633132
273	86.884633132
273	86.884633132
273	86.884633132
273	86.884633132
273	86.884633132
274	86.8399009735
274	86.8399009735
274	86.8399009735
274	86.8399009735
274	86.8399009735
274	86.8399009735
274	86.8399009735
274	86.8399009735
274	86.8399009735
274	86.8399009735
275	86.7951918451
275	86.7951918451
275	86.7951918451
275	86.7951918451
275	86.7951918451
275	86.7951918451
275	86.7951918451
275	86.7951918451
275	86.7951918451
275	86.7951918451
276	86.750505735
276	86.750505735
276	86.750505735
276	86.750505735
276	86.750505735
276	86.750505735
276	86.750505735
276	86.750505735
276	86.750505735
276	86.750505735
277	86.7058426314
277	86.7058426314
277	86.7058426314
277	86.7058426314
277	86.7058426314
277	86.7058426314
277	86.7058426314
277	86.7058426314
277	86.7058426314
277	86.7058426314
278	86.6612025223
278	86.6612025223
278	86.6612025223
278	86.6612025223
278	86.6612025223
278	86.6612025223
278	86.6612025223
278	86.6612025223
278	86.6612025223
278	86.6612025223
279	86.616585396
279	86.616585396
279	86.616585396
279	86.616585396
279	86.616585396
279	86.616585396
279	86.616585396
279	86.616585396
279	86.616585396
279	86.616585396
280	86.5719912407
280	86.5719912407
280	86.5719912407
280	86.5719912407
280	86.5719912407
280	86.5719912407
280	86.5719912407
280	86.5719912407
280	86.5719912407
280	86.5719912407
281	86.5274200444
281	86.5274200444
281	86.5274200444
281	86.5274200444
281	86.5274200444
281	86.5274200444
281	86.5274200444
281	86.5274200444
281	86.5274200444
281	86.5274200444
282	86.4828717954
282	86.4828717954
282	86.4828717954
282	86.4828717954
282	86.4828717954
282	86.4828717954
282	86.4828717954
282	86.4828717954
282	86.4828717954
282	86.4828717954
283	86.4383464819
283	86.4383464819
283	86.4383464819
283	86.4383464819
283	86.4383464819
283	86.4383464819
283	86.4383464819
283	86.4383464819
283	86.4383464819
283	86.4383464819
284	86.393844092
284	86.393844092
284	86.393844092
284	86.393844092
284	86.393844092
284	86.393844092
284	86.393844092
284	86.393844092
284	86.393844092
284	86.393844092
285	86.349364614
285	86.349364614
285	86.349364614
285	86.349364614
285	86.349364614
285	86.349364614
285	86.349364614
285	86.349364614
285	86.349364614
285	86.349364614
286	86.304908036
286	86.304908036
286	86.304908036
286	86.304908036
286	86.304908036
286	86.304908036
286	86.304908036
286	86.304908036
286	86.304908036
286	86.304908036
287	86.2604743463
287	86.2604743463
287	86.2604743463
287	86.2604743463
287	86.2604743463
287	86.2604743463
287	86.2604743463
287	86.2604743463
287	86.2604743463
287	86.2604743463
288	86.2160635331
288	86.2160635331
288	86.2160635331
288	86.2160635331
288	86.2160635331
288	86.2160635331
288	86.2160635331
288	86.2160635331
288	86.2160635331
288	86.2160635331
289	86.1716755846
289	86.1716755846
289	86.1716755846
289	86.1716755846
289	86.1716755846
289	86.1716755846
289	86.1716755846
289	86.1716755846
289	86.1716755846
289	86.1716755846
290	86.127310489
290	86.127310489
290	86.127310489
290	86.127310489
290	86.127310489
290	86.127310489
290	86.127310489
290	86.127310489
290	86.127310489
290	86.127310489
291	86.0829682346
291	86.0829682346
291	86.0829682346
291	86.0829682346
291	86.0829682346
291	86.0829682346
291	86.0829682346
291	86.0829682346
291	86.0829682346
291	86.0829682346
292	86.0386488096
292	86.0386488096
292	86.0386488096
292	86.0386488096
292	86.0386488096
292	86.0386488096
292	86.0386488096
292	86.0386488096
292	86.0386488096
292	86.0386488096
293	85.9943522023
293	85.9943522023
293	85.9943522023
293	85.9943522023
293	85.9943522023
293	85.9943522023
293	85.9943522023
293	85.9943522023
293	85.9943522023
293	85.9943522023
294	85.9500784009
294	85.9500784009
294	85.9500784009
294	85.9500784009
294	85.9500784009
294	85.9500784009
294	85.9500784009
294	85.9500784009
294	85.9500784009
294	85.9500784009
295	85.9058273936
295	85.9058273936
295	85.9058273936
295	85.9058273936
295	85.9058273936
295	85.9058273936
295	85.9058273936
295	85.9058273936
295	85.9058273936
295	85.9058273936
296	85.8615991687
296	85.8615991687
296	85.8615991687
296	85.8615991687
296	85.8615991687
296	85.8615991687
296	85.8615991687
296	85.8615991687
296	85.8615991687
296	85.8615991687
297	85.8173937146
297	85.8173937146
297	85.8173937146
297	85.8173937146
297	85.8173937146
297	85.8173937146
297	85.8173937146
297	85.8173937146
297	85.8173937146
297	85.8173937146
298	85.7732110194
298	85.7732110194
298	85.7732110194
298	85.7732110194
298	85.7732110194
298	85.7732110194
298	85.7732110194
298	85.7732110194
298	85.7732110194
298	85.7732110194
299	85.7290510715
299	85.7290510715
299	85.7290510715
299	85.7290510715
299	85.7290510715
299	85.7290510715
299	85.7290510715
299	85.7290510715
299	85.7290510715
299	85.7290510715
300	85.6849138592
300	85.6849138592
300	85.6849138592
300	85.6849138592
300	85.6849138592
300	85.6849138592
300	85.6849138592
300	85.6849138592
300	85.6849138592
300	85.6849138592
301	85.6407993707
301	85.6407993707
301	85.6407993707
301	85.6407993707
301	85.6407993707
301	85.6407993707
301	85.6407993707
301	85.6407993707
301	85.6407993707
301	85.6407993707
302	85.5967075943
302	85.5967075943
302	85.5967075943
302	85.5967075943
302	85.5967075943
302	85.5967075943
302	85.5967075943
302	85.5967075943
302	85.5967075943
302	85.5967075943
303	85.5526385184
303	85.5526385184
303	85.5526385184
303	85.5526385184
303	85.5526385184
303	85.5526385184
303	85.5526385184
303	85.5526385184
303	85.5526385184
303	85.5526385184
304	85.5085921312
304	85.5085921312
304	85.5085921312
304	85.5085921312
304	85.5085921312
304	85.5085921312
304	85.5085921312
304	85.5085921312
304	85.5085921312
304	85.5085921312
305	85.4645684212
305	85.4645684212
305	85.4645684212
305	85.4645684212
305	85.4645684212
305	85.4645684212
305	85.4645684212
305	85.4645684212
305	85.4645684212
305	85.4645684212
306	85.4205673765
306	85.4205673765
306	85.4205673765
306	85.4205673765
306	85.4205673765
306	85.4205673765
306	85.4205673765
306	85.4205673765
306	85.4205673765
306	85.4205673765
307	85.3765889856
307	85.3765889856
307	85.3765889856
307	85.3765889856
307	85.3765889856
307	85.3765889856
307	85.3765889856
307	85.3765889856
307	85.3765889856
307	85.3765889856
308	85.3326332367
308	85.3326332367
308	85.3326332367
308	85.3326332367
308	85.3326332367
308	85.3326332367
308	85.3326332367
308	85.3326332367
308	85.3326332367
308	85.3326332367
309	85.2887001183
309	85.2887001183
309	85.2887001183
309	85.2887001183
309	85.2887001183
309	85.2887001183
309	85.2887001183
309	85.2887001183
309	85.2887001183
309	85.2887001183
310	85.2447896186
310	85.2447896186
310	85.2447896186
310	85.2447896186
310	85.2447896186
310	85.2447896186
310	85.2447896186
310	85.2447896186
310	85.2447896186
310	85.2447896186
311	85.2009017261
311	85.2009017261
311	85.2009017261
311	85.2009017261
311	85.2009017261
311	85.2009017261
311	85.2009017261
311	85.2009017261
311	85.2009017261
311	85.2009017261
312	85.157036429
312	85.157036429
312	85.157036429
312	85.157036429
312	85.157036429
312	85.157036429
312	85.157036429
312	85.157036429
312	85.157036429
312	85.157036429
313	85.1131937158
313	85.1131937158
313	85.1131937158
313	85.1131937158
313	85.1131937158
313	85.1131937158
313	85.1131937158
313	85.1131937158
313	85.1131937158
313	85.1131937158
314	85.0693735748
314	85.0693735748
314	85.0693735748
314	85.0693735748
314	85.0693735748
314	85.0693735748
314	85.0693735748
314	85.0693735748
314	85.0693735748
314	85.0693735748
315	85.0255759944
315	85.0255759944
315	85.0255759944
315	85.0255759944
315	85.0255759944
315	85.0255759944
315	85.0255759944
315	85.0255759944
315	85.0255759944
315	85.0255759944
316	84.981800963
316	84.981800963
316	84.981800963
316	84.981800963
316	84.981800963
316	84.981800963
316	84.981800963
316	84.981800963
316	84.981800963
316	84.981800963
317	84.938048469
317	84.938048469
317	84.938048469
317	84.938048469
317	84.938048469
317	84.938048469
317	84.938048469
317	84.938048469
317	84.938048469
317	84.938048469
318	84.8943185007
318	84.8943185007
318	84.8943185007
318	84.8943185007
318	84.8943185007
318	84.8943185007
318	84.8943185007
318	84.8943185007
318	84.8943185007
318	84.8943185007
319	84.8506110467
319	84.8506110467
319	84.8506110467
319	84.8506110467
319	84.8506110467
319	84.8506110467
319	84.8506110467
319	84.8506110467
319	84.8506110467
319	84.8506110467
320	84.8069260952
320	84.8069260952
320	84.8069260952
320	84.8069260952
320	84.8069260952
320	84.8069260952
320	84.8069260952
320	84.8069260952
320	84.8069260952
320	84.8069260952
321	84.7632636347
321	84.7632636347
321	84.7632636347
321	84.7632636347
321	84.7632636347
321	84.7632636347
321	84.7632636347
321	84.7632636347
321	84.7632636347
321	84.7632636347
322	84.7196236536
322	84.7196236536
322	84.7196236536
322	84.7196236536
322	84.7196236536
322	84.7196236536
322	84.7196236536
322	84.7196236536
322	84.7196236536
322	84.7196236536
323	84.6760061403
323	84.6760061403
323	84.6760061403
323	84.6760061403
323	84.6760061403
323	84.6760061403
323	84.6760061403
323	84.6760061403
323	84.6760061403
323	84.6760061403
324	84.6324110834
324	84.6324110834
324	84.6324110834
324	84.6324110834
324	84.6324110834
324	84.6324110834
324	84.6324110834
324	84.6324110834
324	84.6324110834
324	84.6324110834
325	84.5888384711
325	84.5888384711
325	84.5888384711
325	84.5888384711
325	84.5888384711
325	84.5888384711
325	84.5888384711
325	84.5888384711
325	84.5888384711
325	84.5888384711
326	84.5452882921
326	84.5452882921
326	84.5452882921
326	84.5452882921
326	84.5452882921
326	84.5452882921
326	84.5452882921
326	84.5452882921
326	84.5452882921
326	84.5452882921
327	84.5017605346
