Time_(days)	Vit_conc_(percent)
12	99.3839318891
12	99.3839318891
12	99.3839318891
12	99.3839318891
13	99.3327645234
13	99.3327645234
13	99.3327645234
13	99.3327645234
13	99.3327645234
13	99.3327645234
13	99.3327645234
13	99.3327645234
13	99.3327645234
13	99.3327645234
14	99.281623501
14	99.281623501
14	99.281623501
14	99.281623501
14	99.281623501
14	99.281623501
14	99.281623501
14	99.281623501
14	99.281623501
14	99.281623501
15	99.2305088083
15	99.2305088083
15	99.2305088083
15	99.2305088083
15	99.2305088083
15	99.2305088083
15	99.2305088083
15	99.2305088083
15	99.2305088083
15	99.2305088083
16	99.1794204318
16	99.1794204318
16	99.1794204318
16	99.1794204318
16	99.1794204318
16	99.1794204318
16	99.1794204318
16	99.1794204318
16	99.1794204318
16	99.1794204318
17	99.1283583579
17	99.1283583579
17	99.1283583579
17	99.1283583579
17	99.1283583579
17	99.1283583579
17	99.1283583579
17	99.1283583579
17	99.1283583579
17	99.1283583579
18	99.0773225731
18	99.0773225731
18	99.0773225731
18	99.0773225731
18	99.0773225731
18	99.0773225731
18	99.0773225731
18	99.0773225731
18	99.0773225731
18	99.0773225731
19	99.0263130638
19	99.0263130638
19	99.0263130638
19	99.0263130638
19	99.0263130638
19	99.0263130638
19	99.0263130638
19	99.0263130638
19	99.0263130638
19	99.0263130638
20	98.9753298165
20	98.9753298165
20	98.9753298165
20	98.9753298165
20	98.9753298165
20	98.9753298165
20	98.9753298165
20	98.9753298165
20	98.9753298165
20	98.9753298165
21	98.9243728178
21	98.9243728178
21	98.9243728178
21	98.9243728178
21	98.9243728178
21	98.9243728178
21	98.9243728178
21	98.9243728178
21	98.9243728178
21	98.9243728178
22	98.873442054
22	98.873442054
22	98.873442054
22	98.873442054
22	98.873442054
22	98.873442054
22	98.873442054
22	98.873442054
22	98.873442054
22	98.873442054
23	98.8225375117
23	98.8225375117
23	98.8225375117
23	98.8225375117
23	98.8225375117
23	98.8225375117
23	98.8225375117
23	98.8225375117
23	98.8225375117
23	98.8225375117
24	98.7716591773
24	98.7716591773
24	98.7716591773
24	98.7716591773
24	98.7716591773
24	98.7716591773
24	98.7716591773
24	98.7716591773
24	98.7716591773
24	98.7716591773
25	98.7208070375
25	98.7208070375
25	98.7208070375
25	98.7208070375
25	98.7208070375
25	98.7208070375
25	98.7208070375
25	98.7208070375
25	98.7208070375
25	98.7208070375
26	98.6699810786
26	98.6699810786
26	98.6699810786
26	98.6699810786
26	98.6699810786
26	98.6699810786
26	98.6699810786
26	98.6699810786
26	98.6699810786
26	98.6699810786
27	98.6191812872
27	98.6191812872
27	98.6191812872
27	98.6191812872
27	98.6191812872
27	98.6191812872
27	98.6191812872
27	98.6191812872
27	98.6191812872
27	98.6191812872
28	98.5684076499
28	98.5684076499
28	98.5684076499
28	98.5684076499
28	98.5684076499
28	98.5684076499
28	98.5684076499
28	98.5684076499
28	98.5684076499
28	98.5684076499
29	98.5176601532
29	98.5176601532
29	98.5176601532
29	98.5176601532
29	98.5176601532
29	98.5176601532
29	98.5176601532
29	98.5176601532
29	98.5176601532
29	98.5176601532
30	98.4669387836
30	98.4669387836
30	98.4669387836
30	98.4669387836
30	98.4669387836
30	98.4669387836
30	98.4669387836
30	98.4669387836
30	98.4669387836
30	98.4669387836
31	98.4162435276
31	98.4162435276
31	98.4162435276
31	98.4162435276
31	98.4162435276
31	98.4162435276
31	98.4162435276
31	98.4162435276
31	98.4162435276
31	98.4162435276
32	98.3655743719
32	98.3655743719
32	98.3655743719
32	98.3655743719
32	98.3655743719
32	98.3655743719
32	98.3655743719
32	98.3655743719
32	98.3655743719
32	98.3655743719
33	98.3149313029
33	98.3149313029
33	98.3149313029
33	98.3149313029
33	98.3149313029
33	98.3149313029
33	98.3149313029
33	98.3149313029
33	98.3149313029
33	98.3149313029
34	98.2643143073
34	98.2643143073
34	98.2643143073
34	98.2643143073
34	98.2643143073
34	98.2643143073
34	98.2643143073
34	98.2643143073
34	98.2643143073
34	98.2643143073
35	98.2137233717
35	98.2137233717
35	98.2137233717
35	98.2137233717
35	98.2137233717
35	98.2137233717
35	98.2137233717
35	98.2137233717
35	98.2137233717
35	98.2137233717
36	98.1631584825
36	98.1631584825
36	98.1631584825
36	98.1631584825
36	98.1631584825
36	98.1631584825
36	98.1631584825
36	98.1631584825
36	98.1631584825
36	98.1631584825
37	98.1126196265
37	98.1126196265
37	98.1126196265
37	98.1126196265
37	98.1126196265
37	98.1126196265
37	98.1126196265
37	98.1126196265
37	98.1126196265
37	98.1126196265
38	98.0621067901
38	98.0621067901
38	98.0621067901
38	98.0621067901
38	98.0621067901
38	98.0621067901
38	98.0621067901
38	98.0621067901
38	98.0621067901
38	98.0621067901
39	98.0116199601
39	98.0116199601
39	98.0116199601
39	98.0116199601
39	98.0116199601
39	98.0116199601
39	98.0116199601
39	98.0116199601
39	98.0116199601
39	98.0116199601
40	97.9611591229
40	97.9611591229
40	97.9611591229
40	97.9611591229
40	97.9611591229
40	97.9611591229
40	97.9611591229
40	97.9611591229
40	97.9611591229
40	97.9611591229
41	97.9107242653
41	97.9107242653
41	97.9107242653
41	97.9107242653
41	97.9107242653
41	97.9107242653
41	97.9107242653
41	97.9107242653
41	97.9107242653
41	97.9107242653
42	97.8603153739
42	97.8603153739
42	97.8603153739
42	97.8603153739
42	97.8603153739
42	97.8603153739
42	97.8603153739
42	97.8603153739
42	97.8603153739
42	97.8603153739
43	97.8099324353
43	97.8099324353
43	97.8099324353
43	97.8099324353
43	97.8099324353
43	97.8099324353
43	97.8099324353
43	97.8099324353
43	97.8099324353
43	97.8099324353
44	97.759575436
44	97.759575436
44	97.759575436
44	97.759575436
44	97.759575436
44	97.759575436
44	97.759575436
44	97.759575436
44	97.759575436
44	97.759575436
45	97.7092443629
45	97.7092443629
45	97.7092443629
45	97.7092443629
45	97.7092443629
45	97.7092443629
45	97.7092443629
45	97.7092443629
45	97.7092443629
45	97.7092443629
46	97.6589392025
46	97.6589392025
46	97.6589392025
46	97.6589392025
46	97.6589392025
46	97.6589392025
46	97.6589392025
46	97.6589392025
46	97.6589392025
46	97.6589392025
47	97.6086599414
47	97.6086599414
47	97.6086599414
47	97.6086599414
47	97.6086599414
47	97.6086599414
47	97.6086599414
47	97.6086599414
47	97.6086599414
47	97.6086599414
48	97.5584065664
48	97.5584065664
48	97.5584065664
48	97.5584065664
48	97.5584065664
48	97.5584065664
48	97.5584065664
48	97.5584065664
48	97.5584065664
48	97.5584065664
49	97.5081790641
49	97.5081790641
49	97.5081790641
49	97.5081790641
49	97.5081790641
49	97.5081790641
49	97.5081790641
49	97.5081790641
49	97.5081790641
49	97.5081790641
50	97.4579774213
50	97.4579774213
50	97.4579774213
50	97.4579774213
50	97.4579774213
50	97.4579774213
50	97.4579774213
50	97.4579774213
50	97.4579774213
50	97.4579774213
51	97.4078016245
51	97.4078016245
51	97.4078016245
51	97.4078016245
51	97.4078016245
51	97.4078016245
51	97.4078016245
51	97.4078016245
51	97.4078016245
51	97.4078016245
52	97.3576516605
52	97.3576516605
52	97.3576516605
52	97.3576516605
52	97.3576516605
52	97.3576516605
52	97.3576516605
52	97.3576516605
52	97.3576516605
52	97.3576516605
53	97.307527516
53	97.307527516
53	97.307527516
53	97.307527516
53	97.307527516
53	97.307527516
53	97.307527516
53	97.307527516
53	97.307527516
53	97.307527516
54	97.2574291776
54	97.2574291776
54	97.2574291776
54	97.2574291776
54	97.2574291776
54	97.2574291776
54	97.2574291776
54	97.2574291776
54	97.2574291776
54	97.2574291776
55	97.2073566322
55	97.2073566322
55	97.2073566322
55	97.2073566322
55	97.2073566322
55	97.2073566322
55	97.2073566322
55	97.2073566322
55	97.2073566322
55	97.2073566322
56	97.1573098664
56	97.1573098664
56	97.1573098664
56	97.1573098664
56	97.1573098664
56	97.1573098664
56	97.1573098664
56	97.1573098664
56	97.1573098664
56	97.1573098664
57	97.1072888669
57	97.1072888669
57	97.1072888669
57	97.1072888669
57	97.1072888669
57	97.1072888669
57	97.1072888669
57	97.1072888669
57	97.1072888669
57	97.1072888669
58	97.0572936206
58	97.0572936206
58	97.0572936206
58	97.0572936206
58	97.0572936206
58	97.0572936206
58	97.0572936206
58	97.0572936206
58	97.0572936206
58	97.0572936206
59	97.007324114
59	97.007324114
59	97.007324114
59	97.007324114
59	97.007324114
59	97.007324114
59	97.007324114
59	97.007324114
59	97.007324114
59	97.007324114
60	96.957380334
60	96.957380334
60	96.957380334
60	96.957380334
60	96.957380334
60	96.957380334
60	96.957380334
60	96.957380334
60	96.957380334
60	96.957380334
61	96.9074622674
61	96.9074622674
61	96.9074622674
61	96.9074622674
61	96.9074622674
61	96.9074622674
61	96.9074622674
61	96.9074622674
61	96.9074622674
61	96.9074622674
62	96.8575699008
62	96.8575699008
62	96.8575699008
62	96.8575699008
62	96.8575699008
62	96.8575699008
62	96.8575699008
62	96.8575699008
62	96.8575699008
62	96.8575699008
63	96.8077032211
63	96.8077032211
63	96.8077032211
63	96.8077032211
63	96.8077032211
63	96.8077032211
63	96.8077032211
63	96.8077032211
63	96.8077032211
63	96.8077032211
64	96.7578622151
64	96.7578622151
64	96.7578622151
64	96.7578622151
64	96.7578622151
64	96.7578622151
64	96.7578622151
64	96.7578622151
64	96.7578622151
64	96.7578622151
65	96.7080468694
65	96.7080468694
65	96.7080468694
65	96.7080468694
65	96.7080468694
65	96.7080468694
65	96.7080468694
65	96.7080468694
65	96.7080468694
65	96.7080468694
66	96.658257171
66	96.658257171
66	96.658257171
66	96.658257171
66	96.658257171
66	96.658257171
66	96.658257171
66	96.658257171
66	96.658257171
66	96.658257171
67	96.6084931065
67	96.6084931065
67	96.6084931065
67	96.6084931065
67	96.6084931065
67	96.6084931065
67	96.6084931065
67	96.6084931065
67	96.6084931065
67	96.6084931065
68	96.5587546629
68	96.5587546629
68	96.5587546629
68	96.5587546629
68	96.5587546629
68	96.5587546629
68	96.5587546629
68	96.5587546629
68	96.5587546629
68	96.5587546629
69	96.5090418268
69	96.5090418268
69	96.5090418268
69	96.5090418268
69	96.5090418268
69	96.5090418268
69	96.5090418268
69	96.5090418268
69	96.5090418268
69	96.5090418268
70	96.4593545852
70	96.4593545852
70	96.4593545852
70	96.4593545852
70	96.4593545852
70	96.4593545852
70	96.4593545852
70	96.4593545852
70	96.4593545852
70	96.4593545852
71	96.4096929249
71	96.4096929249
71	96.4096929249
71	96.4096929249
71	96.4096929249
71	96.4096929249
71	96.4096929249
71	96.4096929249
71	96.4096929249
71	96.4096929249
72	96.3600568326
72	96.3600568326
72	96.3600568326
72	96.3600568326
72	96.3600568326
72	96.3600568326
72	96.3600568326
72	96.3600568326
72	96.3600568326
72	96.3600568326
73	96.3104462953
73	96.3104462953
73	96.3104462953
73	96.3104462953
73	96.3104462953
73	96.3104462953
73	96.3104462953
73	96.3104462953
73	96.3104462953
73	96.3104462953
74	96.2608612997
74	96.2608612997
74	96.2608612997
74	96.2608612997
74	96.2608612997
74	96.2608612997
74	96.2608612997
74	96.2608612997
74	96.2608612997
74	96.2608612997
75	96.2113018327
75	96.2113018327
75	96.2113018327
75	96.2113018327
75	96.2113018327
75	96.2113018327
75	96.2113018327
75	96.2113018327
75	96.2113018327
75	96.2113018327
76	96.1617678812
76	96.1617678812
76	96.1617678812
76	96.1617678812
76	96.1617678812
76	96.1617678812
76	96.1617678812
76	96.1617678812
76	96.1617678812
76	96.1617678812
77	96.112259432
77	96.112259432
77	96.112259432
77	96.112259432
77	96.112259432
77	96.112259432
77	96.112259432
77	96.112259432
77	96.112259432
77	96.112259432
78	96.062776472
78	96.062776472
78	96.062776472
78	96.062776472
78	96.062776472
78	96.062776472
78	96.062776472
78	96.062776472
78	96.062776472
78	96.062776472
79	96.0133189881
79	96.0133189881
79	96.0133189881
79	96.0133189881
79	96.0133189881
79	96.0133189881
79	96.0133189881
79	96.0133189881
79	96.0133189881
79	96.0133189881
80	95.9638869671
80	95.9638869671
80	95.9638869671
80	95.9638869671
80	95.9638869671
80	95.9638869671
80	95.9638869671
80	95.9638869671
80	95.9638869671
80	95.9638869671
81	95.914480396
81	95.914480396
81	95.914480396
81	95.914480396
81	95.914480396
81	95.914480396
81	95.914480396
81	95.914480396
81	95.914480396
81	95.914480396
82	95.8650992616
82	95.8650992616
82	95.8650992616
82	95.8650992616
82	95.8650992616
82	95.8650992616
82	95.8650992616
82	95.8650992616
82	95.8650992616
82	95.8650992616
83	95.8157435509
83	95.8157435509
83	95.8157435509
83	95.8157435509
83	95.8157435509
83	95.8157435509
83	95.8157435509
83	95.8157435509
83	95.8157435509
83	95.8157435509
84	95.7664132508
84	95.7664132508
84	95.7664132508
84	95.7664132508
84	95.7664132508
84	95.7664132508
84	95.7664132508
84	95.7664132508
84	95.7664132508
84	95.7664132508
85	95.7171083481
85	95.7171083481
85	95.7171083481
85	95.7171083481
85	95.7171083481
85	95.7171083481
85	95.7171083481
85	95.7171083481
85	95.7171083481
85	95.7171083481
86	95.6678288299
86	95.6678288299
86	95.6678288299
86	95.6678288299
86	95.6678288299
86	95.6678288299
86	95.6678288299
86	95.6678288299
86	95.6678288299
86	95.6678288299
87	95.618574683
87	95.618574683
87	95.618574683
87	95.618574683
87	95.618574683
87	95.618574683
87	95.618574683
87	95.618574683
87	95.618574683
87	95.618574683
88	95.5693458943
88	95.5693458943
88	95.5693458943
88	95.5693458943
88	95.5693458943
88	95.5693458943
88	95.5693458943
88	95.5693458943
88	95.5693458943
88	95.5693458943
89	95.5201424509
89	95.5201424509
89	95.5201424509
89	95.5201424509
89	95.5201424509
89	95.5201424509
89	95.5201424509
89	95.5201424509
89	95.5201424509
89	95.5201424509
90	95.4709643397
90	95.4709643397
90	95.4709643397
90	95.4709643397
90	95.4709643397
90	95.4709643397
90	95.4709643397
90	95.4709643397
90	95.4709643397
90	95.4709643397
91	95.4218115475
91	95.4218115475
91	95.4218115475
91	95.4218115475
91	95.4218115475
91	95.4218115475
91	95.4218115475
91	95.4218115475
91	95.4218115475
91	95.4218115475
92	95.3726840615
92	95.3726840615
92	95.3726840615
92	95.3726840615
92	95.3726840615
92	95.3726840615
92	95.3726840615
92	95.3726840615
92	95.3726840615
92	95.3726840615
93	95.3235818685
93	95.3235818685
93	95.3235818685
93	95.3235818685
93	95.3235818685
93	95.3235818685
93	95.3235818685
93	95.3235818685
93	95.3235818685
93	95.3235818685
94	95.2745049556
94	95.2745049556
94	95.2745049556
94	95.2745049556
94	95.2745049556
94	95.2745049556
94	95.2745049556
94	95.2745049556
94	95.2745049556
94	95.2745049556
95	95.2254533097
95	95.2254533097
95	95.2254533097
95	95.2254533097
95	95.2254533097
95	95.2254533097
95	95.2254533097
95	95.2254533097
95	95.2254533097
95	95.2254533097
96	95.1764269178
96	95.1764269178
96	95.1764269178
96	95.1764269178
96	95.1764269178
96	95.1764269178
96	95.1764269178
96	95.1764269178
96	95.1764269178
96	95.1764269178
97	95.1274257669
97	95.1274257669
97	95.1274257669
97	95.1274257669
97	95.1274257669
97	95.1274257669
97	95.1274257669
97	95.1274257669
97	95.1274257669
97	95.1274257669
98	95.0784498441
98	95.0784498441
98	95.0784498441
98	95.0784498441
98	95.0784498441
98	95.0784498441
98	95.0784498441
98	95.0784498441
98	95.0784498441
98	95.0784498441
99	95.0294991362
99	95.0294991362
99	95.0294991362
99	95.0294991362
99	95.0294991362
99	95.0294991362
99	95.0294991362
99	95.0294991362
99	95.0294991362
99	95.0294991362
100	94.9805736305
100	94.9805736305
100	94.9805736305
100	94.9805736305
100	94.9805736305
100	94.9805736305
100	94.9805736305
100	94.9805736305
100	94.9805736305
100	94.9805736305
101	94.9316733138
101	94.9316733138
101	94.9316733138
101	94.9316733138
101	94.9316733138
101	94.9316733138
101	94.9316733138
101	94.9316733138
101	94.9316733138
101	94.9316733138
102	94.8827981732
102	94.8827981732
102	94.8827981732
102	94.8827981732
102	94.8827981732
102	94.8827981732
102	94.8827981732
102	94.8827981732
102	94.8827981732
102	94.8827981732
103	94.8339481957
103	94.8339481957
103	94.8339481957
103	94.8339481957
103	94.8339481957
103	94.8339481957
103	94.8339481957
103	94.8339481957
103	94.8339481957
103	94.8339481957
104	94.7851233685
104	94.7851233685
104	94.7851233685
104	94.7851233685
104	94.7851233685
104	94.7851233685
104	94.7851233685
104	94.7851233685
104	94.7851233685
104	94.7851233685
105	94.7363236784
105	94.7363236784
105	94.7363236784
105	94.7363236784
105	94.7363236784
105	94.7363236784
105	94.7363236784
105	94.7363236784
105	94.7363236784
105	94.7363236784
106	94.6875491127
106	94.6875491127
106	94.6875491127
106	94.6875491127
106	94.6875491127
106	94.6875491127
106	94.6875491127
106	94.6875491127
106	94.6875491127
106	94.6875491127
107	94.6387996584
107	94.6387996584
107	94.6387996584
107	94.6387996584
107	94.6387996584
107	94.6387996584
107	94.6387996584
107	94.6387996584
107	94.6387996584
107	94.6387996584
108	94.5900753024
108	94.5900753024
108	94.5900753024
108	94.5900753024
108	94.5900753024
108	94.5900753024
108	94.5900753024
108	94.5900753024
108	94.5900753024
108	94.5900753024
109	94.541376032
109	94.541376032
109	94.541376032
109	94.541376032
109	94.541376032
109	94.541376032
109	94.541376032
109	94.541376032
109	94.541376032
109	94.541376032
110	94.4927018342
110	94.4927018342
110	94.4927018342
110	94.4927018342
110	94.4927018342
110	94.4927018342
110	94.4927018342
110	94.4927018342
110	94.4927018342
110	94.4927018342
111	94.4440526961
111	94.4440526961
111	94.4440526961
111	94.4440526961
111	94.4440526961
111	94.4440526961
111	94.4440526961
111	94.4440526961
111	94.4440526961
111	94.4440526961
112	94.3954286048
112	94.3954286048
112	94.3954286048
112	94.3954286048
112	94.3954286048
112	94.3954286048
112	94.3954286048
112	94.3954286048
112	94.3954286048
112	94.3954286048
113	94.3468295473
113	94.3468295473
113	94.3468295473
113	94.3468295473
113	94.3468295473
113	94.3468295473
113	94.3468295473
113	94.3468295473
113	94.3468295473
113	94.3468295473
114	94.2982555109
114	94.2982555109
114	94.2982555109
114	94.2982555109
114	94.2982555109
114	94.2982555109
114	94.2982555109
114	94.2982555109
114	94.2982555109
114	94.2982555109
115	94.2497064826
115	94.2497064826
115	94.2497064826
115	94.2497064826
115	94.2497064826
115	94.2497064826
115	94.2497064826
115	94.2497064826
115	94.2497064826
115	94.2497064826
116	94.2011824495
116	94.2011824495
116	94.2011824495
116	94.2011824495
116	94.2011824495
116	94.2011824495
116	94.2011824495
116	94.2011824495
116	94.2011824495
116	94.2011824495
117	94.1526833988
117	94.1526833988
117	94.1526833988
117	94.1526833988
117	94.1526833988
117	94.1526833988
117	94.1526833988
117	94.1526833988
117	94.1526833988
117	94.1526833988
118	94.1042093176
118	94.1042093176
118	94.1042093176
118	94.1042093176
118	94.1042093176
118	94.1042093176
118	94.1042093176
118	94.1042093176
118	94.1042093176
118	94.1042093176
119	94.0557601931
119	94.0557601931
119	94.0557601931
119	94.0557601931
119	94.0557601931
119	94.0557601931
119	94.0557601931
119	94.0557601931
119	94.0557601931
119	94.0557601931
120	94.0073360124
120	94.0073360124
120	94.0073360124
120	94.0073360124
120	94.0073360124
120	94.0073360124
120	94.0073360124
120	94.0073360124
120	94.0073360124
120	94.0073360124
121	93.9589367627
121	93.9589367627
121	93.9589367627
121	93.9589367627
121	93.9589367627
121	93.9589367627
121	93.9589367627
121	93.9589367627
121	93.9589367627
121	93.9589367627
122	93.9105624311
122	93.9105624311
122	93.9105624311
122	93.9105624311
122	93.9105624311
122	93.9105624311
122	93.9105624311
122	93.9105624311
122	93.9105624311
122	93.9105624311
123	93.8622130048
123	93.8622130048
123	93.8622130048
123	93.8622130048
123	93.8622130048
123	93.8622130048
123	93.8622130048
123	93.8622130048
123	93.8622130048
123	93.8622130048
124	93.813888471
124	93.813888471
124	93.813888471
124	93.813888471
124	93.813888471
124	93.813888471
124	93.813888471
124	93.813888471
124	93.813888471
124	93.813888471
125	93.7655888168
125	93.7655888168
125	93.7655888168
125	93.7655888168
125	93.7655888168
125	93.7655888168
125	93.7655888168
125	93.7655888168
125	93.7655888168
125	93.7655888168
126	93.7173140295
126	93.7173140295
126	93.7173140295
126	93.7173140295
126	93.7173140295
126	93.7173140295
126	93.7173140295
126	93.7173140295
126	93.7173140295
126	93.7173140295
127	93.6690640963
127	93.6690640963
127	93.6690640963
127	93.6690640963
127	93.6690640963
127	93.6690640963
127	93.6690640963
127	93.6690640963
127	93.6690640963
127	93.6690640963
128	93.6208390043
128	93.6208390043
128	93.6208390043
128	93.6208390043
128	93.6208390043
128	93.6208390043
128	93.6208390043
128	93.6208390043
128	93.6208390043
128	93.6208390043
129	93.5726387408
129	93.5726387408
129	93.5726387408
129	93.5726387408
129	93.5726387408
129	93.5726387408
129	93.5726387408
129	93.5726387408
129	93.5726387408
129	93.5726387408
130	93.524463293
130	93.524463293
130	93.524463293
130	93.524463293
130	93.524463293
130	93.524463293
130	93.524463293
130	93.524463293
130	93.524463293
130	93.524463293
131	93.4763126481
131	93.4763126481
131	93.4763126481
131	93.4763126481
131	93.4763126481
131	93.4763126481
131	93.4763126481
131	93.4763126481
131	93.4763126481
131	93.4763126481
132	93.4281867933
132	93.4281867933
132	93.4281867933
132	93.4281867933
132	93.4281867933
132	93.4281867933
132	93.4281867933
132	93.4281867933
132	93.4281867933
132	93.4281867933
133	93.3800857159
133	93.3800857159
133	93.3800857159
133	93.3800857159
133	93.3800857159
133	93.3800857159
133	93.3800857159
133	93.3800857159
133	93.3800857159
133	93.3800857159
134	93.3320094031
134	93.3320094031
134	93.3320094031
134	93.3320094031
134	93.3320094031
134	93.3320094031
134	93.3320094031
134	93.3320094031
134	93.3320094031
134	93.3320094031
135	93.2839578422
135	93.2839578422
135	93.2839578422
135	93.2839578422
135	93.2839578422
135	93.2839578422
135	93.2839578422
135	93.2839578422
135	93.2839578422
135	93.2839578422
136	93.2359310205
136	93.2359310205
136	93.2359310205
136	93.2359310205
136	93.2359310205
136	93.2359310205
136	93.2359310205
136	93.2359310205
136	93.2359310205
136	93.2359310205
137	93.1879289251
137	93.1879289251
137	93.1879289251
137	93.1879289251
137	93.1879289251
137	93.1879289251
137	93.1879289251
137	93.1879289251
137	93.1879289251
137	93.1879289251
138	93.1399515434
138	93.1399515434
138	93.1399515434
138	93.1399515434
138	93.1399515434
138	93.1399515434
138	93.1399515434
138	93.1399515434
138	93.1399515434
138	93.1399515434
139	93.0919988626
139	93.0919988626
139	93.0919988626
139	93.0919988626
139	93.0919988626
139	93.0919988626
139	93.0919988626
139	93.0919988626
139	93.0919988626
139	93.0919988626
140	93.04407087
140	93.04407087
140	93.04407087
140	93.04407087
140	93.04407087
140	93.04407087
140	93.04407087
140	93.04407087
140	93.04407087
140	93.04407087
141	92.996167553
141	92.996167553
141	92.996167553
141	92.996167553
141	92.996167553
141	92.996167553
141	92.996167553
141	92.996167553
141	92.996167553
141	92.996167553
142	92.9482888987
142	92.9482888987
142	92.9482888987
142	92.9482888987
142	92.9482888987
142	92.9482888987
142	92.9482888987
142	92.9482888987
142	92.9482888987
142	92.9482888987
143	92.9004348946
143	92.9004348946
143	92.9004348946
143	92.9004348946
143	92.9004348946
143	92.9004348946
143	92.9004348946
143	92.9004348946
143	92.9004348946
143	92.9004348946
144	92.8526055279
144	92.8526055279
144	92.8526055279
144	92.8526055279
144	92.8526055279
144	92.8526055279
144	92.8526055279
144	92.8526055279
144	92.8526055279
144	92.8526055279
145	92.8048007859
145	92.8048007859
145	92.8048007859
145	92.8048007859
145	92.8048007859
145	92.8048007859
145	92.8048007859
145	92.8048007859
145	92.8048007859
145	92.8048007859
146	92.7570206559
146	92.7570206559
146	92.7570206559
146	92.7570206559
146	92.7570206559
146	92.7570206559
146	92.7570206559
146	92.7570206559
146	92.7570206559
146	92.7570206559
147	92.7092651254
147	92.7092651254
147	92.7092651254
147	92.7092651254
147	92.7092651254
147	92.7092651254
147	92.7092651254
147	92.7092651254
147	92.7092651254
147	92.7092651254
148	92.6615341815
148	92.6615341815
148	92.6615341815
148	92.6615341815
148	92.6615341815
148	92.6615341815
148	92.6615341815
148	92.6615341815
148	92.6615341815
148	92.6615341815
149	92.6138278117
149	92.6138278117
149	92.6138278117
149	92.6138278117
149	92.6138278117
149	92.6138278117
149	92.6138278117
149	92.6138278117
149	92.6138278117
149	92.6138278117
150	92.5661460034
150	92.5661460034
150	92.5661460034
150	92.5661460034
150	92.5661460034
150	92.5661460034
150	92.5661460034
150	92.5661460034
150	92.5661460034
150	92.5661460034
151	92.5184887438
151	92.5184887438
151	92.5184887438
151	92.5184887438
151	92.5184887438
151	92.5184887438
151	92.5184887438
151	92.5184887438
151	92.5184887438
151	92.5184887438
152	92.4708560203
152	92.4708560203
152	92.4708560203
152	92.4708560203
152	92.4708560203
152	92.4708560203
152	92.4708560203
152	92.4708560203
152	92.4708560203
152	92.4708560203
153	92.4232478203
153	92.4232478203
153	92.4232478203
153	92.4232478203
153	92.4232478203
153	92.4232478203
153	92.4232478203
153	92.4232478203
153	92.4232478203
153	92.4232478203
154	92.3756641312
154	92.3756641312
154	92.3756641312
154	92.3756641312
154	92.3756641312
154	92.3756641312
154	92.3756641312
154	92.3756641312
154	92.3756641312
154	92.3756641312
155	92.3281049403
155	92.3281049403
155	92.3281049403
155	92.3281049403
155	92.3281049403
155	92.3281049403
155	92.3281049403
155	92.3281049403
155	92.3281049403
155	92.3281049403
156	92.280570235
156	92.280570235
156	92.280570235
156	92.280570235
156	92.280570235
156	92.280570235
156	92.280570235
156	92.280570235
156	92.280570235
156	92.280570235
157	92.2330600028
157	92.2330600028
157	92.2330600028
157	92.2330600028
157	92.2330600028
157	92.2330600028
157	92.2330600028
157	92.2330600028
157	92.2330600028
157	92.2330600028
158	92.185574231
158	92.185574231
158	92.185574231
158	92.185574231
158	92.185574231
158	92.185574231
158	92.185574231
158	92.185574231
158	92.185574231
158	92.185574231
159	92.1381129071
159	92.1381129071
159	92.1381129071
159	92.1381129071
159	92.1381129071
159	92.1381129071
159	92.1381129071
159	92.1381129071
159	92.1381129071
159	92.1381129071
160	92.0906760183
160	92.0906760183
160	92.0906760183
160	92.0906760183
160	92.0906760183
160	92.0906760183
160	92.0906760183
160	92.0906760183
160	92.0906760183
160	92.0906760183
161	92.0432635523
161	92.0432635523
161	92.0432635523
161	92.0432635523
161	92.0432635523
161	92.0432635523
161	92.0432635523
161	92.0432635523
161	92.0432635523
161	92.0432635523
162	91.9958754963
162	91.9958754963
162	91.9958754963
162	91.9958754963
162	91.9958754963
162	91.9958754963
162	91.9958754963
162	91.9958754963
162	91.9958754963
162	91.9958754963
163	91.9485118379
163	91.9485118379
163	91.9485118379
163	91.9485118379
163	91.9485118379
163	91.9485118379
163	91.9485118379
163	91.9485118379
163	91.9485118379
163	91.9485118379
164	91.9011725644
164	91.9011725644
164	91.9011725644
164	91.9011725644
164	91.9011725644
164	91.9011725644
164	91.9011725644
164	91.9011725644
164	91.9011725644
164	91.9011725644
165	91.8538576634
165	91.8538576634
165	91.8538576634
165	91.8538576634
165	91.8538576634
165	91.8538576634
165	91.8538576634
165	91.8538576634
165	91.8538576634
165	91.8538576634
166	91.8065671222
166	91.8065671222
166	91.8065671222
166	91.8065671222
166	91.8065671222
166	91.8065671222
166	91.8065671222
166	91.8065671222
166	91.8065671222
166	91.8065671222
167	91.7593009283
167	91.7593009283
167	91.7593009283
167	91.7593009283
167	91.7593009283
167	91.7593009283
167	91.7593009283
167	91.7593009283
167	91.7593009283
167	91.7593009283
168	91.7120590692
168	91.7120590692
168	91.7120590692
168	91.7120590692
168	91.7120590692
168	91.7120590692
168	91.7120590692
168	91.7120590692
168	91.7120590692
168	91.7120590692
169	91.6648415324
169	91.6648415324
169	91.6648415324
169	91.6648415324
169	91.6648415324
169	91.6648415324
169	91.6648415324
169	91.6648415324
169	91.6648415324
